,Instrument,Company Name,TRBC Business Sector Name,Company Market Cap,Credit Combined PD (%),Return On Assets - Actual,Total Debt to Common Equity,Price Momentum T12M Volatility
1796,RLI.N,Rli Corp,Insurance,6359319961.98,0.025413,,0.17151,2.936482
1797,RLJ.N,RLJ Lodging Trust,Real Estate,1800002334.9,0.151312,0.33,1.08293,7.611892
1798,RHI.N,Robert Half Inc,Industrial & Commercial Services,8544663918.95,0.016275,22.239,0.00899,8.975665
1799,HOOD.OQ,Robinhood Markets Inc,Financial Technology (Fintech) & Infrastructure,9529897276.34,0.189805,-4.45,0.26365,17.263898
1800,RBLX.N,Roblox Corp,Software & IT Services,25523317958.16,0.444943,-18.609,3.2317,16.939814
1801,RCKT.OQ,Rocket Pharmaceuticals Inc,Pharmaceuticals & Medical Research,2579445985.95,0.182633,-42.31,0.04289,16.97791
1802,RKT.N,Rocket Companies Inc,Banking & Investment Services,24342357593.56,0.93076,-0.52,17.18983,14.602383
1803,RKLB.OQ,Rocket Lab USA Inc,Industrial Goods,2512035753.81,0.150882,-13.8,0.17655,15.717385
1804,ROK.N,Rockwell Automation Inc,Industrial Goods,34900452491.19,0.062542,12.75,0.83283,8.81404
1805,ROG.N,Rogers Corp,Technology Equipment,2155234404.63,0.083294,,0.1849,8.55671
1806,ROIV.OQ,Roivant Sciences Ltd,Pharmaceuticals & Medical Research,8891370197.36,0.198817,-45.17,0.36441,13.36206
1807,ROKU.OQ,Roku Inc,Cyclical Consumer Services,12261766343.6,0.158616,-11.73,0.03022,16.882602
1808,ROL.N,Rollins Inc,Industrial & Commercial Services,21176656287.5,0.034733,17.969,0.04332,6.860523
1809,ROP.OQ,Roper Technologies Inc,Software & IT Services,57063306680.23,0.036901,3.92,0.41537,3.363315
1810,ROST.OQ,Ross Stores Inc,Retailers,45981878610.28,0.029708,11.17,0.5728,6.189339
1811,ROVR.OQ,Rover Group Inc,Personal & Household Products & Services,1970370325.56,0.037803,-5.39,0.0,10.238004
1812,RCL.N,Royal Caribbean Cruises Ltd,Cyclical Consumer Services,31058256955.84,0.479683,-5.799,8.15362,14.150922
1813,RGLD.OQ,Royal Gold Inc,Mineral Resources,8045300709.64,0.079191,7.19,0.20852,6.907724
1814,RPRX.OQ,Royalty Pharma PLC,Pharmaceuticals & Medical Research,17006285184.9,0.09523,13.019,1.26442,4.300008
1815,RES.N,RPC Inc,Energy - Fossil Fuels,1457379227.28,0.059494,,0.0,10.095683
1816,RPM.N,RPM International Inc,Chemicals,13809941308.56,0.083674,14.39,1.25362,6.379011
1817,RTX.N,RTX Corp,Industrial Goods,124134017847.72,0.114555,4.429,0.43939,7.13443
1818,RUM.OQ,Rumble Inc,Software & IT Services,950124636.06,0.210529,,,13.454034
1819,RUSHA.OQ,Rush Enterprises Inc,Retailers,3455812783.36,0.100703,10.72,0.76316,7.138279
1820,RXO.N,RXO Inc,Transportation,2640713405.09,0.154038,8.82,0.77513,10.432072
1821,RXST.OQ,Rxsight Inc,Healthcare Services & Equipment,1662902577.48,0.054844,-38.939,0.44898,16.540001
1822,RYAN.N,Ryan Specialty Holdings Inc,Insurance,11084072755.87,0.038459,21.079,4.14395,6.285827
1823,R.N,Ryder System Inc,Transportation,4903812965.52,0.171809,5.91,2.16275,7.982355
1824,RYI.N,Ryerson Holding Corp,Mineral Resources,1099291814.78,0.370684,17.17,0.43622,15.753151
1825,RHP.N,Ryman Hospitality Properties Inc,Real Estate,6678992698.14,0.423365,3.39,30.04526,7.131779
1826,SPGI.N,S&P Global Inc,Industrial & Commercial Services,138441600000.0,0.059646,9.8,0.30109,6.403968
1827,STBA.OQ,S&T Bancorp Inc,Banking & Investment Services,1252189601.75,0.127502,1.48,0.37073,10.305563
1828,SBRA.OQ,Sabra Health Care REIT Inc,Real Estate,3297190397.98,0.268399,-1.32,0.82017,7.710279
1829,SABR.OQ,Sabre Corp,Software & IT Services,1605205674.81,1.337806,-7.24,,21.263869
1830,SAFE.N,Safehold Inc,Real Estate,1567013679.0,2.883538,,1.64431,13.796886
1831,SAFT.OQ,Safety Insurance Group Inc,Insurance,1121522388.74,0.11378,,0.0431,6.631659
1832,SAGE.OQ,SAGE Therapeutics Inc,Pharmaceuticals & Medical Research,1593872273.7,0.18045,-33.49,,26.85164
1833,SAIA.OQ,Saia Inc,Transportation,11677375568.82,0.045146,17.78,0.03939,8.432614
1834,CRM.N,Salesforce Inc,Software & IT Services,263228240000.0,0.033441,5.379,0.19521,7.213227
1835,SBH.N,Sally Beauty Holdings Inc,Retailers,1262043503.4,0.393577,,2.10317,17.883918
1836,IOT.N,Samsara Inc,Software & IT Services,17918295249.89,0.032802,-4.08,,19.430836
1837,SANA.OQ,Sana Biotechnology Inc,Pharmaceuticals & Medical Research,1246867540.6,0.120004,-26.719,0.0,30.113354
1838,SD.N,SandRidge Energy Inc,Energy - Fossil Fuels,507037647.23,0.220869,,0.00217,7.991544
1839,SASR.OQ,Sandy Spring Bancorp Inc,Banking & Investment Services,1154703463.76,0.225713,1.209,0.83717,12.603196
1840,SANM.OQ,Sanmina Corp,Technology Equipment,2890830878.82,0.06886,,0.15596,9.046651
1841,SRPT.OQ,Sarepta Therapeutics Inc,Pharmaceuticals & Medical Research,10926252340.8,0.249808,-22.41,4.01167,17.758726
1842,SBAC.OQ,SBA Communications Corp,Real Estate,25882098736.9,0.187578,4.53,,7.025599
1843,SCSC.OQ,Scansource Inc,Technology Equipment,961263867.38,0.078642,,0.36441,8.367943
1844,SLB.N,Schlumberger NV,Energy - Fossil Fuels,71351520906.15,0.057461,7.41,0.69132,12.624864
1845,SNDR.N,Schneider National Inc,Transportation,4241777586.2,0.065219,11.419,0.07581,9.655317
1846,RDUS.OQ,Schnitzer Steel Industries Inc,Mineral Resources,755330280.35,0.321558,,0.27461,11.085172
1847,SCHL.OQ,Scholastic Corp,Cyclical Consumer Services,1127306032.93,0.055576,,0.01101,9.673832
1848,SDGR.OQ,Schrodinger Inc,Software & IT Services,2045730526.0,0.07365,,,23.70848
1849,SAIC.N,Science Applications International Corp,Software & IT Services,6696805291.98,0.067223,7.459,1.40142,6.845692
1850,SCLX.OQ,Scilex Holding Co,Pharmaceuticals & Medical Research,280697374.8,6.279134,,0.0,41.208771
1851,STNG.N,Scorpio Tankers Inc,Energy - Fossil Fuels,3436072395.5,0.073218,,0.77074,12.308329
1852,SMG.N,Scotts Miracle-Gro Co,Chemicals,3341232237.6,0.937811,1.77,,14.95905
1853,SEB.N,Seaboard Corp,Food & Beverages,3525599677.95,0.067512,,0.27182,2.478596
1854,SBCF.OQ,Seacoast Banking Corporation of Florida,Banking & Investment Services,2259026316.4,0.17659,0.96,0.25287,13.254452
1855,STX.OQ,Seagate Technology Holdings PLC,Technology Equipment,17316250361.08,0.156453,0.48,,10.658644
1856,SEE.N,Sealed Air Corp,Applied Resources,5280566047.84,0.751703,9.72,10.69021,10.637847
1857,SEAS.N,SeaWorld Entertainment Inc,Cyclical Consumer Services,3232370868.15,0.640598,11.8,,9.373992
1858,SEIC.OQ,SEI Investments Co,Banking & Investment Services,8382136044.1,0.012093,20.07,0.00307,5.560377
1859,SEM.N,Select Medical Holdings Corp,Healthcare Services & Equipment,3386119538.58,0.460246,2.04,3.48645,9.794426
1860,WTTR.N,Select Water Solutions Inc,Energy - Fossil Fuels,873403310.89,0.069227,4.44,0.02092,15.395158
1861,SIGI.OQ,Selective Insurance Group Inc,Insurance,6160638069.92,0.057387,,0.21683,5.946565
1862,SRE.N,Sempra,Utilities,47457628853.78,0.111031,5.2,1.10268,4.272618
1863,SMTC.OQ,Semtech Corp,Technology Equipment,1225267525.6,2.782941,9.669,1.77293,21.049233
1864,ST.N,Sensata Technologies Holding PLC,Technology Equipment,5185422471.3,0.178295,6.11,1.36304,10.687664
1865,SXT.N,Sensient Technologies Corp,Chemicals,2653269165.2,0.120153,,0.65097,9.037243
1866,S.N,SentinelOne Inc,Software & IT Services,7565432126.74,0.099772,-9.05,,17.45359
1867,SCI.N,Service Corporation International,Personal & Household Products & Services,10080622109.14,0.193555,3.95,2.61861,7.651553
1868,SVC.OQ,Service Properties Trust,Real Estate,1351027456.0,2.695737,,4.07227,8.182914
1869,NOW.N,ServiceNow Inc,Software & IT Services,149481900000.0,0.02613,12.81,0.29531,8.348434
1870,SFBS.N,ServisFirst Bancshares Inc,Banking & Investment Services,3354295175.4,0.236883,1.669,1.29762,16.726748
1871,SFL.N,SFL Corporation Ltd,Energy - Fossil Fuels,1635858228.2,0.096235,,2.45049,7.463088
1872,SHAK.N,Shake Shack Inc,Cyclical Consumer Services,2787726446.6,0.160768,-0.87,0.63537,12.661509
1873,SHW.N,Sherwin-Williams Co,Chemicals,77432301885.9,0.084899,10.55,3.40727,7.10036
1874,FOUR.N,Shift4 Payments Inc,Industrial & Commercial Services,6159498816.32,0.223157,4.83,5.01555,9.428559
1875,SHLS.OQ,Shoals Technologies Group Inc,Industrial Goods,2307680207.15,0.189105,12.22,0.82047,14.332673
1876,SWAV.OQ,Shockwave Medical Inc,Healthcare Services & Equipment,7975601480.0,0.102335,24.37,0.04732,13.873368
1877,SCVL.OQ,Shoe Carnival Inc,Retailers,720885628.91,0.067551,12.22,0.00133,12.305362
1878,SSTK.N,Shutterstock Inc,Software & IT Services,1740989591.25,0.033426,,0.11174,17.24764
1879,SHYF.OQ,Shyft Group Inc,Automobiles & Auto Parts,389189672.65,0.244445,8.65,0.28295,15.359968
1880,SIBN.OQ,SI-BONE Inc,Healthcare Services & Equipment,770734467.69,0.081893,,0.35779,15.757035
1881,SIGA.OQ,SIGA Technologies Inc,Pharmaceuticals & Medical Research,382472894.08,0.037607,,,13.680826
1882,SIG.N,Signet Jewelers Ltd,Retailers,4257116187.72,0.052986,,0.09337,12.56462
1883,SLGN.N,Silgan Holdings Inc,Applied Resources,4625227075.48,0.213117,5.849,1.99356,4.687654
1884,SLAB.OQ,Silicon Laboratories Inc,Technology Equipment,3752503876.8,0.11783,6.63,0.37692,15.323263
1885,SILK.OQ,Silk Road Medical Inc,Healthcare Services & Equipment,508238722.8,0.315875,-25.89,0.4552,31.049366
1886,SBOW.N,SilverBow Resources Inc,Energy - Fossil Fuels,699314275.0,0.519534,14.46,0.86982,16.053015
1887,SFNC.OQ,Simmons First National Corp,Banking & Investment Services,2339401077.93,0.235209,0.94,0.42384,12.426762
1888,SPG.N,Simon Property Group Inc,Real Estate,47834395694.06,0.262635,6.4,8.05927,8.910204
1889,SMPL.OQ,Simply Good Foods Co,Food & Beverages,4164177917.2,0.034932,6.37,0.17936,7.255084
1890,SSD.N,Simpson Manufacturing Co Inc,Cyclical Consumer Products,7774579476.99,0.024563,,0.40827,9.705234
1891,SLP.OQ,Simulations Plus Inc,Healthcare Services & Equipment,770928842.97,0.025081,,,8.448416
1892,SBGI.OQ,Sinclair Inc,Cyclical Consumer Services,908258551.2,1.393816,27.559,5.70989,25.727621
1893,SIRI.OQ,Sirius XM Holdings Inc,Cyclical Consumer Services,20000876467.41,0.278307,11.95,,15.048762
1894,SPNT.N,Siriuspoint Ltd,Insurance,1891980378.97,0.059323,,0.439,9.368649
1895,SITC.N,Site Centers Corp,Real Estate,2913700337.76,0.465381,3.93,0.89287,8.558848
1896,SITE.N,SiteOne Landscape Supply Inc,Food & Beverages,7078372440.04,0.122948,10.55,0.31415,11.693219
1897,SITM.OQ,SiTime Corp,Technology Equipment,2612578390.38,0.041626,11.609,0.0,16.823504
1898,STR.N,Sitio Royalties Corp,Energy - Fossil Fuels,3505089581.5,0.591779,,0.54512,11.995101
1899,SIX.N,Six Flags Entertainment Corp,Cyclical Consumer Services,2075894872.45,0.656905,15.47,,11.504671
1900,SJW.N,SJW Group,Utilities,2037964251.46,0.141199,2.069,1.49064,4.963887
1901,SKX.N,Skechers USA Inc,Cyclical Consumer Products,9731615884.8,0.035184,5.57,0.09504,7.809706
1902,SKY.N,Skyline Champion Corp,Cyclical Consumer Products,3928373354.22,0.060038,28.73,0.01008,10.727724
1903,SKWD.OQ,Skyward Specialty Insurance Group Inc,Insurance,1303554762.33,0.052577,,0.30502,8.719673
1904,SKYW.OQ,SkyWest Inc,Transportation,2035719869.04,0.143409,0.98,1.43987,14.003605
1905,SWKS.OQ,Skyworks Solutions Inc,Technology Equipment,16392174770.16,0.067581,15.759,0.21245,10.524122
1906,SLG.N,SL Green Realty Corp,Real Estate,2923873967.61,1.354193,-0.79,1.28721,22.084837
1907,SNBR.OQ,Sleep Number Corp,Cyclical Consumer Products,248509040.0,5.550377,,,27.985961
1908,SLM.OQ,SLM Corp,Banking & Investment Services,4195065396.78,0.299216,1.589,4.03896,12.654529
1909,SM.N,SM Energy Co,Energy - Fossil Fuels,4343160540.58,0.180702,16.51,0.50955,14.542168
1910,SGH.OQ,SMART Global Holdings Inc.,Technology Equipment,1109682804.97,0.158846,8.3,3.55293,24.818715
1911,SMRT.N,SmartRent Inc,Technology Equipment,564770769.34,0.140319,-16.89,0.0,18.072793
1912,SMAR.N,Smartsheet Inc,Software & IT Services,6583925676.8,0.020879,-2.77,,5.756513
1913,SWBI.OQ,Smith & Wesson Brands Inc,Cyclical Consumer Products,616131238.5,0.113195,,0.16428,10.602572
1914,SNAP.N,Snap Inc,Software & IT Services,27050277818.55,0.227498,3.57,1.4502,19.297086
1915,SNA.N,Snap-On Inc,Industrial Goods,14985285959.28,0.030543,13.28,0.26887,5.642528
1916,SNDL.OQ,SNDL Inc,Pharmaceuticals & Medical Research,385524978.0,0.26159,,0.12999,17.893646
1917,SNOW.N,Snowflake Inc.,Software & IT Services,62981918000.0,0.020351,1.26,0.00308,14.442908
1918,SOFI.OQ,SoFi Technologies Inc,Banking & Investment Services,7564480037.13,0.490493,-2.27,1.05924,25.992
1919,SEDG.OQ,Solaredge Technologies Inc,Renewable Energy,4217665640.96,0.295942,9.81,0.30928,20.633302
1920,SWI.N,SolarWinds Corp,Software & IT Services,1965270360.0,0.097495,,0.87767,11.751779
1921,SLDP.OQ,Solid Power Inc,Automobiles & Auto Parts,224831082.42,0.115608,,0.00159,21.652158
1922,SAH.N,Sonic Automotive Inc,Retailers,1716697891.64,0.681806,7.669,3.59584,16.803399
1923,SON.N,Sonoco Products Co,Applied Resources,5582533184.36,0.126259,10.519,1.55978,5.64107
1924,SONO.OQ,Sonos Inc,Technology Equipment,2047460789.4,0.114401,-3.75,0.0,19.161702
1925,SHC.OQ,Sotera Health Co,Healthcare Services & Equipment,4335431006.14,0.60973,9.15,5.71871,10.573112
1926,SOUN.OQ,SoundHound AI Inc,Software & IT Services,465725083.46,0.347683,,,47.774318
1927,SO.N,Southern Co,Utilities,77892033905.58,0.152312,2.95,1.89259,3.411293
1928,SCCO.N,Southern Copper Corp,Mineral Resources,64276404392.66,0.060777,14.83,0.77326,9.016704
1929,SBSI.OQ,Southside Bancshares Inc,Banking & Investment Services,906502352.28,0.137971,1.419,0.71508,10.674483
1930,LUV.N,Southwest Airlines Co,Transportation,17031016406.6,0.188731,2.02,0.75681,13.505312
1931,SWX.N,Southwest Gas Holdings Inc,Utilities,4429303642.83,0.326542,1.51,1.97365,6.068877
1932,SOVO.OQ,Sovos Brands Inc,Food & Beverages,2244192452.6,0.070221,5.169,1.01349,7.353027
1933,SPTN.OQ,SpartanNash Co,Food & Drug Retailing,787690016.75,0.238221,3.75,0.65736,8.705261
1934,SPB.N,Spectrum Brands Holdings Inc,Cyclical Consumer Products,2747669416.02,0.263802,,0.61785,6.429516
1935,SPHR.N,Sphere Entertainment Co,Cyclical Consumer Services,1101061360.0,0.422316,9.58,0.46476,15.957833
1936,SR.N,Spire Inc,Utilities,3198542327.55,0.153953,2.24,1.74414,5.255947
1937,SPR.N,Spirit AeroSystems Holdings Inc,Industrial Goods,3111554635.2,0.907659,-4.08,,20.501148
1938,SAVE.N,Spirit Airlines Inc,Transportation,1634238373.2,3.480188,-2.14,2.25703,24.787577
1939,SRC.N,Spirit Realty Capital Inc,Real Estate,6350049905.16,0.364827,3.48,0.81347,7.613975
1940,SPLK.OQ,Splunk Inc,Software & IT Services,25721525000.0,0.110102,8.23,,13.73968
1941,SRAD.OQ,Sportradar Group AG,Software & IT Services,3313955211.1,0.08075,2.759,0.0304,
1942,SPOT.N,Spotify Technology SA,Software & IT Services,39619082742.71,0.083166,-5.81,0.72511,12.694868
1943,SWTX.OQ,SpringWorks Therapeutics Inc,Pharmaceuticals & Medical Research,2949326736.32,0.094935,-51.24,0.0,21.263252
1944,CXM.N,Sprinklr Inc,Software & IT Services,3379808190.02,0.030257,0.15,0.0,15.768051
1945,SPT.OQ,Sprout Social Inc,Software & IT Services,3344522515.95,0.070353,-1.7,0.0,12.431939
1946,SFM.OQ,Sprouts Farmers Market Inc,Food & Drug Retailing,5091243004.26,0.069083,8.71,0.24837,5.617526
1947,SPSC.OQ,SPS Commerce Inc,Software & IT Services,6642634024.08,0.006944,,0.0,7.999981
1948,SPXC.N,SPX Technologies Inc,Industrial Goods,4557964682.15,0.062937,,0.22869,6.252337
1949,SQSP.N,Squarespace Inc,Software & IT Services,4333332731.14,0.109638,12.0,,9.534248
1950,SSNC.OQ,SS&C Technologies Holdings Inc,Software & IT Services,14900445681.8,0.103755,7.179,1.1713,8.42693
1951,JOE.N,St Joe Co,Real Estate,3290431894.8,0.229809,,0.89413,10.108927
1952,STAA.OQ,STAAR Surgical Co,Healthcare Services & Equipment,1547513894.1,0.026473,,0.00114,11.908485
1953,STAG.N,STAG Industrial Inc,Real Estate,7003189690.14,0.122011,2.96,0.73823,5.351415
1954,SMP.N,Standard Motor Products Inc,Automobiles & Auto Parts,849398024.28,0.099311,,0.39281,7.546243
1955,SXI.N,Standex International Corp,Industrial Goods,1748167150.89,0.048191,,0.28552,8.308246
1956,SWK.N,Stanley Black & Decker Inc,Industrial Goods,14641239846.0,0.275535,2.719,0.76781,8.34534
1957,SBLK.OQ,Star Bulk Carriers Corp,Transportation,1922289500.16,0.089847,,0.63644,9.291911
1958,SBUX.OQ,Starbucks Corp,Cyclical Consumer Services,104553666000.0,0.063327,14.18,,6.639012
1959,STWD.N,Starwood Property Trust Inc,Real Estate,6521366319.36,1.01868,3.569,3.17326,9.461336
1960,STT.N,State Street Corp,Banking & Investment Services,23609724426.61,0.128391,0.86,0.78699,12.828548
1961,STLD.OQ,Steel Dynamics Inc,Mineral Resources,18320860733.4,0.08046,31.469,0.37767,8.818272
1962,SCS.N,Steelcase Inc,Industrial & Commercial Services,1451758099.33,0.181871,,0.58243,11.504313
1963,STEL.N,Stellar Bancorp Inc,Banking & Investment Services,1397067846.99,0.170261,0.67,0.12529,9.677403
1964,STEM.N,Stem Inc,Renewable Energy,514455615.3,1.303038,-9.49,0.84338,24.877577
1965,SCL.N,Stepan Co,Chemicals,2005683054.27,0.149162,,0.50352,11.889702
1966,STEP.OQ,StepStone Group Inc,Banking & Investment Services,3536687179.8,0.062018,,0.12747,11.628026
1967,SRCL.OQ,Stericycle Inc,Industrial & Commercial Services,4484608761.77,0.208123,3.49,0.62358,10.351889
1968,STE.N,STERIS plc,Healthcare Services & Equipment,22071955967.4,0.071023,7.379,0.50659,7.137903
1969,STER.OQ,Sterling Check Corp,Industrial & Commercial Services,1286991683.25,0.123195,7.669,0.68077,11.332204
1970,STRL.OQ,Sterling Infrastructure Inc,Industrial & Commercial Services,2417715428.8,0.084853,,0.90886,12.130914
1971,STVN.N,Stevanato Group SpA,Healthcare Services & Equipment,8162815794.32,0.052906,6.03,0.66973,8.822032
1972,SHOO.OQ,Steven Madden Ltd,Cyclical Consumer Products,3130560449.64,0.022774,,0.0,8.164894
1973,STC.N,Stewart Information Services Corp,Insurance,1594398249.23,0.11274,6.49,0.32816,10.692144
1974,SF.N,Stifel Financial Corp,Banking & Investment Services,7068321275.4,0.139852,1.899,0.39655,8.59823
1975,SYBT.OQ,Stock Yards Bancorp Inc,Banking & Investment Services,1424311049.625,0.15554,1.25,0.2873,11.239184
1976,STNE.OQ,StoneCo Ltd,Financial Technology (Fintech) & Infrastructure,5357894455.96,0.074572,4.99,0.43052,
1977,SNEX.OQ,StoneX Group Inc,Banking & Investment Services,2124359200.08,0.183203,,4.58777,9.638794
1978,SSYS.OQ,Stratasys Ltd,Technology Equipment,942027300.0,0.073617,0.81,0.0,14.417935
1979,STRA.OQ,Strategic Education Inc,Academic & Educational Services,2247478532.25,0.045855,,0.06199,8.591617
1980,LRN.N,Stride Inc,Academic & Educational Services,2536511186.44,0.059033,,0.49608,11.756949
1981,SYK.N,Stryker Corp,Healthcare Services & Equipment,118882650889.8,0.036834,9.99,0.78527,6.136278
1982,RGR.N,Sturm Ruger & Company Inc,Cyclical Consumer Products,784760358.96,0.032217,,0.0,7.471296
1983,INN.N,Summit Hotel Properties Inc,Real Estate,704640504.65,0.424936,-0.25,1.51275,9.571964
1984,SUM.N,Summit Materials Inc,Mineral Resources,4220778781.36,0.101313,3.62,0.75416,10.940199
1985,SUI.N,Sun Communities Inc,Real Estate,16761529106.22,0.312857,,0.9001,8.978332
1986,SNCY.OQ,Sun Country Airlines Holdings Inc,Transportation,721062895.32,0.210729,1.78,1.22492,15.498707
1987,SXC.N,SunCoke Energy Inc,Mineral Resources,884465651.52,0.282424,,0.90881,9.599368
1988,NOVA.N,Sunnova Energy International Inc,Renewable Energy,1453082181.33,2.157886,-2.339,4.25029,21.17116
1989,SPWR.OQ,SunPower Corp,Renewable Energy,569923536.0,5.972882,3.47,0.93346,17.703701
1990,RUN.OQ,Sunrun Inc,Renewable Energy,3289971359.8,3.531933,0.97,1.2198,22.1022
1991,SHO.N,Sunstone Hotel Investors Inc,Real Estate,2212632160.02,0.149197,2.39,0.45056,6.935682
1992,SMCI.OQ,Super Micro Computer Inc,Technology Equipment,18858522668.96,0.046998,19.579,0.14721,17.358357
1993,SUPN.OQ,Supernus Pharmaceuticals Inc,Pharmaceuticals & Medical Research,1542831599.28,0.078151,,0.45358,7.552162
1994,SGRY.OQ,Surgery Partners Inc,Healthcare Services & Equipment,4105971836.34,0.3967,0.24,1.31208,16.831471
1995,SG.N,Sweetgreen Inc,Cyclical Consumer Services,1233312495.98,0.191995,-21.059,0.0,19.839749
1996,SWN.N,Southwestern Energy Co,Energy - Fossil Fuels,7721255994.52,0.409556,11.939,1.01573,7.791051
1997,SLVM.N,Sylvamo Corp,Applied Resources,1947205444.8,0.184159,,1.52212,6.255078
1998,SYM.OQ,Symbotic Inc,Industrial Goods,23523834295.615,0.049774,-2.839,,30.629786
1999,SYNA.OQ,Synaptics Inc,Technology Equipment,4095610253.6,0.190001,11.939,0.78655,12.376597
2000,SYF.N,Synchrony Financial,Banking & Investment Services,15199034142.8,0.260839,2.969,1.16904,12.176742
2001,SNDX.OQ,Syndax Pharmaceuticals Inc,Pharmaceuticals & Medical Research,1886168528.64,0.069625,-31.539,4e-05,17.065061
2002,SNPS.OQ,Synopsys Inc,Software & IT Services,75142312483.2,0.01902,17.589,0.00294,8.110027
2003,SNV.N,Synovus Financial Corp,Banking & Investment Services,5267632877.8,0.287844,1.229,1.23381,18.683683
2004,SYY.N,Sysco Corp,Food & Drug Retailing,38206176727.5,0.110453,9.099,5.18293,4.992452
2005,TROW.OQ,T Rowe Price Group Inc,Banking & Investment Services,24691236098.76,0.036602,15.439,0.01165,7.626656
2006,TMUS.OQ,T-Mobile US Inc,Telecommunications Services,187973456252.4,0.130214,1.24,1.20476,4.612707
2007,TBLA.OQ,Taboola.com Ltd,Software & IT Services,1240676320.0,0.154352,,0.27087,18.006427
2008,TCMD.OQ,Tactile Systems Technology Inc,Healthcare Services & Equipment,335780089.53,0.126381,,0.4025,19.763798
2009,TTWO.OQ,Take-Two Interactive Software Inc,Software & IT Services,27496532801.6,0.102833,20.16,0.34059,4.714107
2010,TALO.N,Talos Energy Inc,Energy - Fossil Fuels,1676325677.11,0.469977,5.49,0.64407,20.045092
2011,TNDM.OQ,Tandem Diabetes Care Inc,Healthcare Services & Equipment,1673280978.98,0.34682,-9.66,0.64379,22.589712
2012,SKT.N,Tanger Inc,Real Estate,2926818775.8,0.189464,3.71,2.90555,5.77428
2013,TNGX.OQ,Tango Therapeutics Inc,Pharmaceuticals & Medical Research,1115767274.24,0.239239,,,26.99666
2014,TPR.N,Tapestry Inc,Retailers,8328634611.82,0.07305,13.019,0.73018,11.060555
2015,TRGP.N,Targa Resources Corp,Energy - Fossil Fuels,18689814792.0,0.210474,5.16,4.32772,7.900958
2016,TGT.N,Target Corp,Retailers,65052764238.0,0.152812,5.219,1.43688,9.690034
2017,TH.OQ,Target Hospitality Corp,Cyclical Consumer Services,939351437.64,0.290996,,1.64837,14.80257
2018,TARO.N,Taro Pharmaceutical Industries Ltd,Pharmaceuticals & Medical Research,1557507108.64,0.036486,,0.0,14.0052
2019,TARS.OQ,Tarsus Pharmaceuticals Inc,Pharmaceuticals & Medical Research,731611925.2,0.143337,-30.53,0.10075,17.35938
2020,TMHC.N,Taylor Morrison Home Corp,Cyclical Consumer Products,5567983187.34,0.155721,12.46,0.53643,8.137012
2021,TSHA.OQ,Taysha Gene Therapies Inc,Pharmaceuticals & Medical Research,299136308.8,1.76131,,40.34457,47.9123
2022,SNX.N,TD Synnex Corp,Technology Equipment,9197635370.0,0.087538,3.56,0.49892,6.469298
2023,TDS.N,Telephone and Data Systems Inc,Telecommunications Services,1942980000.0,0.810309,-0.05,0.78534,29.510621
2024,TEL.N,TE Connectivity Ltd,Industrial Goods,41001109750.75,0.050384,10.06,0.36456,6.237288
2025,FTI.N,TechnipFMC PLC,Energy - Fossil Fuels,8221487971.84,0.111972,-0.52,0.43821,9.50777
2026,TTGT.OQ,TechTarget Inc,Software & IT Services,988053967.19,0.127898,11.199,2.0954,12.705519
2027,TGLS.N,Tecnoglass Inc,Cyclical Consumer Products,2036189554.83,0.038382,,0.48588,15.171906
2028,TK.N,Teekay Corp,Energy - Fossil Fuels,735780063.52,0.103393,,0.90898,9.236834
2029,TNK.N,Teekay Tankers Ltd,Energy - Fossil Fuels,1921194000.0,0.077644,,0.4979,12.465676
2030,TGNA.N,Tegna Inc,Cyclical Consumer Services,3062851420.35,0.192487,,0.99922,10.373805
2031,TDOC.N,Teladoc Health Inc,Healthcare Services & Equipment,3455180955.35,0.322788,-123.73,0.67371,13.534506
2032,TDY.N,Teledyne Technologies Inc,Technology Equipment,20782971640.62,0.056651,4.02,0.47992,5.89243
2033,TFX.N,Teleflex Inc,Healthcare Services & Equipment,11708222235.6,0.086504,8.949,0.42554,8.220218
2034,TPX.N,Tempur Sealy International Inc,Cyclical Consumer Products,8611993906.67,0.245968,,,10.52094
2035,TENB.OQ,Tenable Holdings Inc,Software & IT Services,5502957852.86,0.052598,3.299,1.34639,11.163681
2036,THC.N,Tenet Healthcare Corp,Healthcare Services & Equipment,8239929280.0,0.574649,2.719,13.20403,15.307398
2037,TNC.N,Tennant Co,Industrial Goods,1688504905.02,0.054781,,0.63785,6.524856
2038,TDC.N,Teradata Corp,Software & IT Services,4681686000.0,0.044203,8.3,2.39922,12.477286
2039,TER.OQ,Teradyne Inc,Technology Equipment,16023219481.68,0.02751,19.51,0.02044,8.572735
2040,WULF.OQ,Terawulf Inc,Financial Technology (Fintech) & Infrastructure,404945623.6,0.694901,,1.18289,48.191461
2041,TEX.N,Terex Corp,Industrial Goods,3028500000.0,0.090651,10.031,0.65654,11.871049
2042,TRNO.N,Terreno Realty Corp,Real Estate,5368211847.35,0.061721,,0.34568,5.029896
2043,TSLA.OQ,Tesla Inc,Automobiles & Auto Parts,695834103275.99,0.061316,19.579,0.06932,23.35631
2044,TTI.N,Tetra Technologies Inc,Energy - Fossil Fuels,532023817.57,0.233413,,1.47039,24.309055
2045,TTEK.OQ,Tetra Tech Inc,Industrial & Commercial Services,8912594669.84,0.068432,,0.6267,5.992275
